"","NDI","site_no","SITE_CODE","STATION","mergeOn","lat","lon"
"8491","15468",NA,"372385N1217981W001","","372385N1217981W001",39.69,-121.94
"8492","15471",NA,"372410N1203804W001","","372410N1203804W001",39.69,-121.94
"8493","15472",NA,"372410N1207066W001","","372410N1207066W001",39.69,-121.94
"8494","15473",NA,"372413N1209385W001","","372413N1209385W001",39.69,-121.94
"8495","15474",NA,"372414N1210120W001","","372414N1210120W001",39.69,-121.94
"8496","15475",NA,"372421N1204149W001","","372421N1204149W001",39.69,-121.94
"8497","15476",NA,"372421N1218495W001","","372421N1218495W001",39.69,-121.94
"8498","15477",NA,"372424N1210754W001","","372424N1210754W001",39.69,-121.94
"8499","15478",NA,"372427N1204029W001","","372427N1204029W001",39.69,-121.94
"8500","15479",NA,"372435N1203349W001","","372435N1203349W001",39.69,-121.94
"8501","15480",NA,"372438N1205793W001","","372438N1205793W001",39.69,-121.94
"8502","15481",NA,"372438N1206335W001","","372438N1206335W001",39.69,-121.94
"8503","15482",NA,"372438N1206429W002","","372438N1206429W002",39.69,-121.94
"8504","15483",NA,"372447N1218862W001","","372447N1218862W001",39.69,-121.94
"8505","15484",NA,"372449N1207793W002","","372449N1207793W002",39.69,-121.88
"8506","15485",NA,"372457N1218802W001","","372457N1218802W001",39.69,-121.88
"8507","15486",NA,"372470N1218400W001","","372470N1218400W001",39.69,-121.8
"8508","15487",NA,"372471N1219000W001","","372471N1219000W001",39.69,-120.22
"8509","15488",NA,"372496N1203632W001","","372496N1203632W001",39.7,-122.26
"8510","15489",NA,"372507N1204032W001","","372507N1204032W001",39.7,-122.26
"8511","15490",NA,"372511N1223703W001","","372511N1223703W001",39.7,-122.26
"8512","15491",NA,"372518N1206157W001","","372518N1206157W001",39.7,-122.26
"8513","15492",NA,"372518N1206524W001","","372518N1206524W001",39.7,-122.26
"8514","15493",NA,"372520N1223784W001","","372520N1223784W001",39.7,-122.26
"8515","15495",NA,"372535N1209754W001","","372535N1209754W001",39.7,-122.26
"8516","15496",NA,"372544N1183178W001","","372544N1183178W001",39.7,-122.26
"8517","15497",NA,"372546N1207202W001","","372546N1207202W001",39.7,-122.26
"8518","15498",NA,"372563N1210088W001","","372563N1210088W001",39.7,-122.26
"8519","15500",NA,"372566N1203979W001","","372566N1203979W001",39.7,-122.26
"8520","15501",NA,"372571N1223732W001","","372571N1223732W001",39.7,-122.26
"8521","15502",NA,"372582N1205452W001","","372582N1205452W001",39.7,-122.26
"8522","15503",NA,"372588N1209788W001","","372588N1209788W001",39.7,-122.26
"8523","15504",NA,"372604N1210611W001","","372604N1210611W001",39.7,-122.26
"8524","15505",NA,"372616N1204346W001","","372616N1204346W001",39.7,-122.26
"8525","15506",NA,"372617N1204747W001","","372617N1204747W001",39.7,-122.26
"8526","15508",NA,"372624N1219572W001","","372624N1219572W001",39.7,-122.26
"8527","15510",NA,"372630N1204260W001","","372630N1204260W001",39.7,-122.26
"8528","15511",NA,"372630N1204582W001","","372630N1204582W001",39.7,-122.26
"8529","15512",NA,"372632N1210271W001","","372632N1210271W001",39.7,-122.26
"8530","15513",NA,"372655N1205604W001","","372655N1205604W001",39.7,-122.26
"8531","15514",NA,"372688N1206974W001","","372688N1206974W001",39.7,-122.26
"8532","15515",NA,"372696N1209849W001","","372696N1209849W001",39.7,-122.26
"8533","15516",NA,"372699N1203974W001","","372699N1203974W001",39.7,-122.26
"8534","15517",NA,"372702N1206154W001","","372702N1206154W001",39.7,-122.26
"8535","15518",NA,"372721N1204529W001","","372721N1204529W001",39.7,-122.26
"8536","15519",NA,"372730N1204118W001","","372730N1204118W001",39.7,-122.26
"8537","15520",NA,"372730N1204399W001","","372730N1204399W001",39.7,-122.26
"8538","15521",NA,"372730N1206518W001","","372730N1206518W001",39.7,-122.26
"8539","15522",NA,"372732N1192754W001","","372732N1192754W001",39.7,-122.26
"8540","15523",NA,"372734N1203071W001","","372734N1203071W001",39.7,-122.26
"8541","15524",NA,"372734N1203071W002","","372734N1203071W002",39.7,-122.26
"8542","15525",NA,"372738N1191918W001","","372738N1191918W001",39.7,-122.26
"8543","15526",NA,"372741N1192077W001","","372741N1192077W001",39.7,-122.26
"8544","15527",NA,"372757N1203996W001","","372757N1203996W001",39.7,-122.26
"8545","15530",NA,"372767N1219439W003","","372767N1219439W003",39.7,-122.26
"8546","15533",NA,"372771N1206954W001","","372771N1206954W001",39.7,-122.26
"8547","15534",NA,"372777N1191904W001","","372777N1191904W001",39.7,-122.26
"8548","15535",NA,"372782N1206938W001","","372782N1206938W001",39.7,-122.26
"8549","15536",NA,"372797N1218361W001","","372797N1218361W001",39.7,-122.26
"8550","15538",NA,"372802N1204246W001","","372802N1204246W001",39.7,-122.26
"8551","15539",NA,"372802N1204702W001","","372802N1204702W001",39.7,-122.26
"8552","15540",NA,"372805N1204835W001","","372805N1204835W001",39.7,-122.26
"8553","15542",NA,"372806N1205241W001","","372806N1205241W001",39.7,-122.26
"8554","15543",NA,"372807N1205510W001","","372807N1205510W001",39.7,-122.26
"8555","15544",NA,"372818N1207788W001","","372818N1207788W001",39.7,-122.26
"8556","15545",NA,"372830N1205413W001","","372830N1205413W001",39.7,-122.26
"8557","15546",NA,"372832N1210649W001","","372832N1210649W001",39.7,-122.26
"8558","15547",NA,"372833N1218135W001","","372833N1218135W001",39.7,-122.26
"8559","15548",NA,"372838N1204360W001","","372838N1204360W001",39.7,-122.26
"8560","15549",NA,"372838N1205602W001","","372838N1205602W001",39.7,-122.26
"8561","15550",NA,"372843N1204977W001","","372843N1204977W001",39.7,-122.26
"8562","15551",NA,"372846N1218818W001","","372846N1218818W001",39.7,-122.26
"8563","15553",NA,"372852N1210496W001","","372852N1210496W001",39.7,-122.26
"8564","15554",NA,"372857N1204029W001","","372857N1204029W001",39.7,-122.26
"8565","15555",NA,"372863N1203702W001","","372863N1203702W001",39.7,-122.26
"8566","15556",NA,"372871N1204249W001","","372871N1204249W001",39.7,-122.26
"8567","15557",NA,"372877N1205257W001","","372877N1205257W001",39.7,-122.26
"8568","15558",NA,"372880N1203432W001","","372880N1203432W001",39.7,-122.26
"8569","15559",NA,"372891N1209899W001","","372891N1209899W001",39.7,-122.26
"8570","15560",NA,"372904N1204207W001","","372904N1204207W001",39.7,-122.26
"8571","15566",NA,"372907N1205779W001","","372907N1205779W001",39.7,-122.26
"8572","15567",NA,"372907N1210875W001","","372907N1210875W001",39.7,-122.26
"8573","15569",NA,"372910N1203518W001","","372910N1203518W001",39.7,-122.26
"8574","15570",NA,"372913N1204338W001","","372913N1204338W001",39.7,-122.26
"8575","15571",NA,"372916N1205371W001","","372916N1205371W001",39.7,-122.26
"8576","15572",NA,"372916N1218802W001","","372916N1218802W001",39.7,-122.26
"8577","15574",NA,"372938N1219233W001","","372938N1219233W001",39.7,-122.26
"8578","15575",NA,"372952N1205593W001","","372952N1205593W001",39.7,-122.26
"8579","15576",NA,"372960N1203499W001","","372960N1203499W001",39.7,-122.26
"8580","15577",NA,"372963N1192641W001","","372963N1192641W001",39.7,-122.26
"8581","15579",NA,"372964N1204867W001","","372964N1204867W001",39.7,-122.26
"8582","15583",NA,"373003N1220143W001","","373003N1220143W001",39.7,-122.26
"8583","15585",NA,"373007N1207677W001","","373007N1207677W001",39.7,-122.26
"8584","15586",NA,"373008N1219975W001","","373008N1219975W001",39.7,-122.26
"8585","15590",NA,"373018N1205685W001","","373018N1205685W001",39.7,-122.26
"8586","15591",NA,"373018N1206013W001","","373018N1206013W001",39.7,-122.26
"8587","15592",NA,"373021N1210427W001","","373021N1210427W001",39.7,-122.26
"8588","15593",NA,"373024N1206938W001","","373024N1206938W001",39.7,-122.26
"8589","15594",NA,"373024N1207854W001","","373024N1207854W001",39.7,-122.26
"8590","15595",NA,"373046N1209938W001","","373046N1209938W001",39.7,-122.26
"8591","15597",NA,"373052N1205235W001","","373052N1205235W001",39.7,-122.26
"8592","15598",NA,"373052N1222921W001","","373052N1222921W001",39.7,-122.26
"8593","15599",NA,"373055N1204238W001","","373055N1204238W001",39.7,-122.26
"8594","15600",NA,"373070N1210540W001","","373070N1210540W001",39.7,-122.26
"8595","15601",NA,"373074N1208377W001","","373074N1208377W001",39.7,-122.26
"8596","15603",NA,"373077N1205874W001","","373077N1205874W001",39.7,-122.26
"8597","15604",NA,"373080N1205304W001","","373080N1205304W001",39.7,-122.26
"8598","15605",NA,"373082N1205474W001","","373082N1205474W001",39.7,-122.26
"8599","15606",NA,"373082N1205966W001","","373082N1205966W001",39.7,-122.26
"8600","15607",NA,"373094N1219181W001","","373094N1219181W001",39.7,-122.26
"8601","15608",NA,"373102N1206324W001","","373102N1206324W001",39.7,-122.26
"8602","15611",NA,"373124N1203788W001","","373124N1203788W001",39.7,-122.26
"8603","15612",NA,"373127N1217917W001","","373127N1217917W001",39.7,-122.26
"8604","15613",NA,"373130N1217564W001","","373130N1217564W001",39.7,-122.26
"8605","15614",NA,"373132N1206741W001","","373132N1206741W001",39.7,-122.26
"8606","15615",NA,"373141N1206899W001","","373141N1206899W001",39.7,-122.26
"8607","15616",NA,"373143N1192882W001","","373143N1192882W001",39.7,-122.26
"8608","15621",NA,"373161N1217973W005","","373161N1217973W005",39.7,-122.26
"8609","15624",NA,"373161N1219033W003","","373161N1219033W003",39.7,-122.26
"8610","15628",NA,"373163N1205346W001","","373163N1205346W001",39.7,-122.25
"8611","15629",NA,"373163N1206282W001","","373163N1206282W001",39.7,-122.25
"8612","15630",NA,"373166N1207091W001","","373166N1207091W001",39.7,-122.25
"8613","15631",NA,"373166N1207221W001","","373166N1207221W001",39.7,-122.25
"8614","15632",NA,"373166N1207554W001","","373166N1207554W001",39.7,-122.25
"8615","15633",NA,"373177N1219435W001","","373177N1219435W001",39.7,-122.25
"8616","15638",NA,"373180N1203966W001","","373180N1203966W001",39.7,-122.25
"8617","15640",NA,"373180N1210585W001","","373180N1210585W001",39.7,-122.25
"8618","15641",NA,"373185N1193149W001","","373185N1193149W001",39.7,-122.25
"8619","15642",NA,"373196N1206660W001","","373196N1206660W001",39.7,-122.25
"8620","15643",NA,"373199N1208660W001","","373199N1208660W001",39.7,-122.25
"8621","15644",NA,"373207N1205585W001","","373207N1205585W001",39.7,-122.25
"8622","15645",NA,"373220N1203672W001","","373220N1203672W001",39.7,-122.25
"8623","15647",NA,"373238N1205866W001","","373238N1205866W001",39.7,-122.25
"8624","15648",NA,"373238N1206882W001","","373238N1206882W001",39.7,-122.25
"8625","15649",NA,"373243N1205960W001","","373243N1205960W001",39.7,-122.25
"8626","15650",NA,"373243N1206782W001","","373243N1206782W001",39.7,-122.25
"8627","15651",NA,"373243N1207285W001","","373243N1207285W001",39.7,-122.25
"8628","15652",NA,"373243N1207424W001","","373243N1207424W001",39.7,-122.25
"8629","15654",NA,"373253N1223870W001","","373253N1223870W001",39.7,-122.25
"8630","15655",NA,"373260N1204432W001","","373260N1204432W001",39.7,-122.25
"8631","15659",NA,"373260N1204880W001","","373260N1204880W001",39.7,-122.25
"8632","15663",NA,"373260N1205754W001","","373260N1205754W001",39.7,-122.25
"8633","15664",NA,"373263N1207032W001","","373263N1207032W001",39.7,-122.25
"8634","15665",NA,"373274N1208566W001","","373274N1208566W001",39.7,-122.25
"8635","15667",NA,"373277N1204146W001","","373277N1204146W001",39.7,-122.25
"8636","15668",NA,"373277N1209054W001","","373277N1209054W001",39.7,-122.25
"8637","15669",NA,"373277N1210660W001","","373277N1210660W001",39.7,-122.25
"8638","15673",NA,"373282N1209310W001","","373282N1209310W001",39.7,-122.25
"8639","15674",NA,"373284N1218687W001","","373284N1218687W001",39.7,-122.25
"8640","15675",NA,"373288N1208018W001","","373288N1208018W001",39.7,-122.25
"8641","15676",NA,"373291N1210491W001","","373291N1210491W001",39.7,-122.25
"8642","15677",NA,"373296N1206238W001","","373296N1206238W001",39.7,-122.25
"8643","15678",NA,"373310N1206596W001","","373310N1206596W001",39.7,-122.25
"8644","15680",NA,"373310N1206868W001","","373310N1206868W001",39.7,-122.25
"8645","15682",NA,"373310N1207149W001","","373310N1207149W001",39.7,-122.25
"8646","15683",NA,"373310N1207810W001","","373310N1207810W001",39.7,-122.25
"8647","15686",NA,"373327N1203960W001","","373327N1203960W001",39.7,-122.25
"8648","15687",NA,"373330N1183125W001","","373330N1183125W001",39.7,-122.25
"8649","15688",NA,"373330N1206702W001","","373330N1206702W001",39.7,-122.25
"8650","15689",NA,"373330N1210857W001","","373330N1210857W001",39.7,-122.25
"8651","15693",NA,"373338N1206541W001","","373338N1206541W001",39.7,-122.25
"8652","15695",NA,"373346N1217908W001","","373346N1217908W001",39.7,-122.25
"8653","15696",NA,"373349N1207104W001","","373349N1207104W001",39.7,-122.25
"8654","15698",NA,"373355N1209160W001","","373355N1209160W001",39.7,-122.25
"8655","15700",NA,"373368N1218695W002","","373368N1218695W002",39.7,-122.25
"8656","15704",NA,"373382N1206913W001","","373382N1206913W001",39.7,-122.25
"8657","15705",NA,"373385N1206304W001","","373385N1206304W001",39.7,-122.25
"8658","15706",NA,"373385N1207193W001","","373385N1207193W001",39.7,-122.25
"8659","15708",NA,"373386N1208182W001","","373386N1208182W001",39.7,-122.25
"8660","15709",NA,"373388N1207004W001","","373388N1207004W001",39.7,-122.25
"8661","15710",NA,"373388N1207968W001","","373388N1207968W001",39.7,-122.25
"8662","15711",NA,"373410N1210991W001","","373410N1210991W001",39.7,-122.25
"8663","15714",NA,"373417N1220002W002","","373417N1220002W002",39.7,-122.25
"8664","15716",NA,"373421N1206463W001","","373421N1206463W001",39.7,-122.25
"8665","15717",NA,"373421N1206643W001","","373421N1206643W001",39.7,-122.25
"8666","15718",NA,"373421N1206854W001","","373421N1206854W001",39.7,-122.25
"8667","15719",NA,"373424N1206213W001","","373424N1206213W001",39.7,-122.25
"8668","15720",NA,"373430N1206363W001","","373430N1206363W001",39.7,-122.25
"8669","15721",NA,"373435N1210027W001","","373435N1210027W001",39.7,-122.25
"8670","15722",NA,"373438N1208348W001","","373438N1208348W001",39.7,-122.25
"8671","15723",NA,"373441N1207352W001","","373441N1207352W001",39.7,-122.25
"8672","15724",NA,"373443N1210468W001","","373443N1210468W001",39.7,-122.25
"8673","15725",NA,"373449N1193321W001","","373449N1193321W001",39.7,-122.25
"8674","15726",NA,"373449N1207466W001","","373449N1207466W001",39.7,-122.25
"8675","15727",NA,"373457N1205429W001","","373457N1205429W001",39.7,-122.25
"8676","15728",NA,"373460N1207038W001","","373460N1207038W001",39.7,-122.25
"8677","15729",NA,"373466N1205499W001","","373466N1205499W001",39.7,-122.25
"8678","15730",NA,"373468N1208877W001","","373468N1208877W001",39.7,-122.25
"8679","15731",NA,"373468N1210766W001","","373468N1210766W001",39.7,-122.25
"8680","15732",NA,"373474N1207602W001","","373474N1207602W001",39.7,-122.25
"8681","15733",NA,"373477N1209793W001","","373477N1209793W001",39.7,-122.25
"8682","15734",NA,"373480N1210954W001","","373480N1210954W001",39.7,-122.25
"8683","15735",NA,"373488N1205824W001","","373488N1205824W001",39.7,-122.25
"8684","15737",NA,"373493N1207777W001","","373493N1207777W001",39.7,-122.25
"8685","15738",NA,"373493N1210696W001","","373493N1210696W001",39.7,-122.25
"8686","15739",NA,"373496N1205890W001","","373496N1205890W001",39.7,-122.25
"8687","15740",NA,"373496N1206593W001","","373496N1206593W001",39.7,-122.25
"8688","15742",NA,"373502N1210191W001","","373502N1210191W001",39.7,-122.25
"8689","15743",NA,"373504N1184134W001","","373504N1184134W001",39.7,-122.25
"8690","15744",NA,"373510N1205641W001","","373510N1205641W001",39.7,-122.25
"8691","15745",NA,"373510N1209113W001","","373510N1209113W001",39.7,-122.25
"8692","15749",NA,"373521N1207241W001","","373521N1207241W001",39.7,-122.25
"8693","15750",NA,"373531N1218116W001","","373531N1218116W001",39.7,-122.25
"8694","15751",NA,"373532N1206432W001","","373532N1206432W001",39.7,-122.25
"8695","15752",NA,"373532N1206888W001","","373532N1206888W001",39.7,-122.25
"8696","15753",NA,"373532N1208796W001","","373532N1208796W001",39.7,-122.25
"8697","15754",NA,"373535N1210013W001","","373535N1210013W001",39.7,-122.25
"8698","15755",NA,"373543N1207874W001","","373543N1207874W001",39.7,-122.25
"8699","15756",NA,"373546N1206824W001","","373546N1206824W001",39.7,-122.25
"8700","15757",NA,"373552N1211010W001","","373552N1211010W001",39.7,-122.25
"8701","15758",NA,"373556N1218411W001","","373556N1218411W001",39.7,-122.25
"8702","15759",NA,"373557N1207721W001","","373557N1207721W001",39.7,-122.25
"8703","15760",NA,"373560N1205710W001","","373560N1205710W001",39.7,-122.25
"8704","15762",NA,"373566N1206604W001","","373566N1206604W001",39.7,-122.25
"8705","15763",NA,"373566N1206779W001","","373566N1206779W001",39.7,-122.25
"8706","15764",NA,"373566N1208007W001","","373566N1208007W001",39.7,-122.25
"8707","15765",NA,"373571N1207085W001","","373571N1207085W001",39.7,-122.25
"8708","15767",NA,"373596N1206216W001","","373596N1206216W001",39.7,-122.25
"8709","15768",NA,"373599N1207568W001","","373599N1207568W001",39.7,-122.25
"8710","15769",NA,"373602N1207263W001","","373602N1207263W001",39.7,-122.25
"8711","15770",NA,"373602N1207416W001","","373602N1207416W001",39.7,-122.25
"8712","15771",NA,"373605N1206504W001","","373605N1206504W001",39.7,-122.25
"8713","15773",NA,"373607N1205535W001","","373607N1205535W001",39.7,-122.25
"8714","15774",NA,"373610N1205452W001","","373610N1205452W001",39.7,-122.25
"8715","15775",NA,"373621N1206888W001","","373621N1206888W001",39.7,-122.25
"8716","15776",NA,"373630N1207149W001","","373630N1207149W001",39.7,-122.25
"8717","15777",NA,"373640N1219417W001","","373640N1219417W001",39.7,-122.25
"8718","15778",NA,"373646N1220626W001","","373646N1220626W001",39.7,-122.25
"8719","15779",NA,"373652N1207499W001","","373652N1207499W001",39.7,-122.25
"8720","15780",NA,"373663N1206813W001","","373663N1206813W001",39.7,-122.25
"8721","15781",NA,"373671N1207879W001","","373671N1207879W001",39.7,-122.25
"8722","15784",NA,"373674N1210846W001","","373674N1210846W001",39.7,-122.25
"8723","15786",NA,"373680N1206057W001","","373680N1206057W001",39.7,-122.25
"8724","15787",NA,"373701N1184467W001","","373701N1184467W001",39.7,-122.25
"8725","15788",NA,"373702N1207552W001","","373702N1207552W001",39.7,-122.25
"8726","15789",NA,"373713N1205963W001","","373713N1205963W001",39.7,-122.25
"8727","15791",NA,"373714N1185236W001","","373714N1185236W001",39.7,-122.25
"8728","15792",NA,"373716N1207229W001","","373716N1207229W001",39.7,-122.25
"8729","15793",NA,"373719N1220650W001","","373719N1220650W001",39.7,-122.25
"8730","15794",NA,"373721N1207421W001","","373721N1207421W001",39.7,-122.25
"8731","15795",NA,"373721N1208143W001","","373721N1208143W001",39.7,-122.25
"8732","15796",NA,"373730N1211119W001","","373730N1211119W001",39.7,-122.25
"8733","15797",NA,"373732N1206679W001","","373732N1206679W001",39.7,-122.25
"8734","15798",NA,"373735N1206588W001","","373735N1206588W001",39.7,-122.25
"8735","15800",NA,"373738N1206171W001","","373738N1206171W001",39.7,-122.25
"8736","15801",NA,"373738N1219428W001","","373738N1219428W001",39.7,-122.25
"8737","15802",NA,"373739N1210570W001","","373739N1210570W001",39.7,-122.25
"8738","15803",NA,"373743N1207002W001","","373743N1207002W001",39.7,-122.25
"8739","15804",NA,"373752N1207668W001","","373752N1207668W001",39.7,-122.25
"8740","15805",NA,"373760N1206291W001","","373760N1206291W001",39.7,-122.25
"8741","15806",NA,"373760N1206432W001","","373760N1206432W001",39.7,-122.25
"8742","15807",NA,"373772N1218499W001","","373772N1218499W001",39.7,-122.25
"8743","15808",NA,"373776N1219362W001","","373776N1219362W001",39.7,-122.25
"8744","15812",NA,"373785N1207074W001","","373785N1207074W001",39.7,-122.25
"8745","15815",NA,"373805N1206179W001","","373805N1206179W001",39.7,-122.25
"8746","15816",NA,"373805N1207477W001","","373805N1207477W001",39.7,-122.25
"8747","15817",NA,"373813N1207782W001","","373813N1207782W001",39.7,-122.25
"8748","15818",NA,"373817N1218562W001","","373817N1218562W001",39.7,-122.25
"8749","15819",NA,"373818N1210154W001","","373818N1210154W001",39.7,-122.25
"8750","15820",NA,"373818N1210707W001","","373818N1210707W001",39.7,-122.25
"8751","15821",NA,"373821N1206682W001","","373821N1206682W001",39.7,-122.25
"8752","15823",NA,"373821N1207552W001","","373821N1207552W001",39.7,-122.25
"8753","15824",NA,"373821N1208752W001","","373821N1208752W001",39.7,-122.25
"8754","15826",NA,"373827N1208957W001","","373827N1208957W001",39.7,-122.25
"8755","15827",NA,"373831N1183316W001","","373831N1183316W001",39.7,-122.25
"8756","15828",NA,"373843N1211054W001","","373843N1211054W001",39.7,-122.25
"8757","15829",NA,"373849N1206816W001","","373849N1206816W001",39.7,-122.25
"8758","15830",NA,"373857N1206546W001","","373857N1206546W001",39.7,-122.25
"8759","15831",NA,"373857N1207324W001","","373857N1207324W001",39.7,-122.25
"8760","15832",NA,"373860N1211204W001","","373860N1211204W001",39.7,-122.25
"8761","15835",NA,"373887N1211126W001","","373887N1211126W001",39.7,-122.25
"8762","15836",NA,"373888N1206393W001","","373888N1206393W001",39.7,-122.25
"8763","15837",NA,"373888N1207046W001","","373888N1207046W001",39.7,-122.25
"8764","15838",NA,"373891N1206285W001","","373891N1206285W001",39.7,-122.23
"8765","15839",NA,"373899N1204596W001","","373899N1204596W001",39.7,-122.23
"8766","15840",NA,"373902N1209002W001","","373902N1209002W001",39.7,-122.23
"8767","15842",NA,"373905N1206677W001","","373905N1206677W001",39.7,-122.15
"8768","15843",NA,"373905N1208866W001","","373905N1208866W001",39.7,-122.15
"8769","15844",NA,"373907N1208835W001","","373907N1208835W001",39.7,-122.15
"8770","15845",NA,"373924N1207152W001","","373924N1207152W001",39.7,-122.15
"8771","15847",NA,"373935N1208416W001","","373935N1208416W001",39.7,-122.15
"8772","15848",NA,"373938N1218748W001","","373938N1218748W001",39.7,-122.15
"8773","15850",NA,"373943N1211280W001","","373943N1211280W001",39.7,-122.14
"8774","15851",NA,"373962N1219156W001","","373962N1219156W001",39.7,-122.14
"8775","15853",NA,"373968N1206457W001","","373968N1206457W001",39.7,-122.14
"8776","15854",NA,"373968N1208146W001","","373968N1208146W001",39.7,-122.14
"8777","15855",NA,"373968N1208271W001","","373968N1208271W001",39.7,-122.14
"8778","15858",NA,"373988N1207068W001","","373988N1207068W001",39.7,-122.14
"8779","15861",NA,"373992N1220645W003","","373992N1220645W003",39.7,-122.14
"8780","15863",NA,"373993N1209093W001","","373993N1209093W001",39.7,-122.14
"8781","15865",NA,"374005N1206816W001","","374005N1206816W001",39.7,-122.14
"8782","15866",NA,"374007N1206721W001","","374007N1206721W001",39.7,-122.14
"8783","15867",NA,"374007N1207252W001","","374007N1207252W001",39.7,-122.14
"8784","15868",NA,"374007N1211232W001","","374007N1211232W001",39.7,-122.14
"8785","15870",NA,"374010N1210349W001","","374010N1210349W001",39.7,-122.14
"8786","15871",NA,"374013N1206413W001","","374013N1206413W001",39.7,-122.14
"8787","15874",NA,"374014N1220355W001","","374014N1220355W001",39.7,-122.14
"8788","15875",NA,"374016N1206857W001","","374016N1206857W001",39.7,-122.14
"8789","15876",NA,"374018N1205824W001","","374018N1205824W001",39.7,-122.14
"8790","15878",NA,"374046N1208632W001","","374046N1208632W001",39.7,-122.14
"8791","15879",NA,"374049N1208399W001","","374049N1208399W001",39.7,-122.14
"8792","15880",NA,"374052N1210671W001","","374052N1210671W001",39.7,-122.14
"8793","15881",NA,"374055N1207949W001","","374055N1207949W001",39.7,-122.14
"8794","15882",NA,"374061N1211212W001","","374061N1211212W001",39.7,-122.14
"8795","15884",NA,"374069N1220886W001","","374069N1220886W001",39.7,-122.14
"8796","15885",NA,"374074N1206859W001","","374074N1206859W001",39.7,-122.14
"8797","15887",NA,"374080N1206685W001","","374080N1206685W001",39.7,-122.14
"8798","15889",NA,"374088N1208843W001","","374088N1208843W001",39.7,-122.14
"8799","15890",NA,"374090N1221168W001","","374090N1221168W001",39.7,-122.14
"8800","15891",NA,"374107N1206218W001","","374107N1206218W001",39.7,-122.14
"8801","15892",NA,"374113N1205910W001","","374113N1205910W001",39.7,-122.14
"8802","15893",NA,"374113N1206613W001","","374113N1206613W001",39.7,-122.14
"8803","15894",NA,"374116N1208318W001","","374116N1208318W001",39.7,-122.14
"8804","15895",NA,"374118N1206085W001","","374118N1206085W001",39.7,-122.14
"8805","15896",NA,"374118N1208996W001","","374118N1208996W001",39.7,-122.14
"8806","15897",NA,"374130N1209224W001","","374130N1209224W001",39.7,-122.14
"8807","15898",NA,"374132N1220007W001","","374132N1220007W001",39.7,-122.14
"8808","15900",NA,"374135N1210282W001","","374135N1210282W001",39.7,-122.14
"8809","15901",NA,"374142N1183606W001","","374142N1183606W001",39.7,-122.14
"8810","15902",NA,"374143N1219256W001","","374143N1219256W001",39.7,-122.14
"8811","15903",NA,"374146N1208602W002","","374146N1208602W002",39.7,-122.14
"8812","15904",NA,"374157N1208129W001","","374157N1208129W001",39.7,-122.14
"8813","15905",NA,"374177N1207888W001","","374177N1207888W001",39.7,-122.14
"8814","15906",NA,"374183N1219686W001","","374183N1219686W001",39.7,-122.14
"8815","15907",NA,"374188N1208879W001","","374188N1208879W001",39.7,-122.14
"8816","15908",NA,"374196N1208041W001","","374196N1208041W001",39.7,-122.14
"8817","15909",NA,"374235N1211421W001","","374235N1211421W001",39.7,-122.14
"8818","15910",NA,"374246N1208341W001","","374246N1208341W001",39.7,-122.14
"8819","15911",NA,"374249N1210393W001","","374249N1210393W001",39.7,-122.14
"8820","15912",NA,"374251N1183483W001","","374251N1183483W001",39.7,-122.14
"8821","15913",NA,"374255N1206143W001","","374255N1206143W001",39.7,-122.14
"8822","15914",NA,"374257N1210277W001","","374257N1210277W001",39.7,-122.14
"8823","15916",NA,"374260N1205760W001","","374260N1205760W001",39.7,-122.14
"8824","15917",NA,"374260N1206035W001","","374260N1206035W001",39.7,-122.14
"8825","15918",NA,"374271N1206474W001","","374271N1206474W001",39.7,-122.14
"8826","15919",NA,"374274N1208499W001","","374274N1208499W001",39.7,-122.14
"8827","15920",NA,"374296N1208907W001","","374296N1208907W001",39.7,-122.14
"8828","15921",NA,"374305N1207543W001","","374305N1207543W001",39.7,-122.14
"8829","15922",NA,"374305N1209321W001","","374305N1209321W001",39.7,-122.14
"8830","15923",NA,"374316N1210994W001","","374316N1210994W001",39.7,-122.14
"8831","15927",NA,"374332N1208743W001","","374332N1208743W001",39.7,-122.14
"8832","15928",NA,"374335N1207479W001","","374335N1207479W001",39.7,-122.14
"8833","15929",NA,"374338N1209032W001","","374338N1209032W001",39.7,-122.14
"8834","15930",NA,"374349N1211213W001","","374349N1211213W001",39.7,-122.14
"8835","15931",NA,"374371N1209310W001","","374371N1209310W001",39.7,-122.14
"8836","15932",NA,"374376N1219291W001","","374376N1219291W001",39.7,-122.14
"8837","15933",NA,"374377N1209427W001","","374377N1209427W001",39.7,-122.14
"8838","15934",NA,"374382N1205621W001","","374382N1205621W001",39.7,-122.14
"8839","15935",NA,"374410N1210349W001","","374410N1210349W001",39.7,-122.14
"8840","15936",NA,"374410N1210638W001","","374410N1210638W001",39.7,-122.14
"8841","15938",NA,"374418N1209510W001","","374418N1209510W001",39.7,-122.14
"8842","15939",NA,"374418N1211418W001","","374418N1211418W001",39.7,-122.14
"8843","15940",NA,"374421N1205407W001","","374421N1205407W001",39.7,-122.14
"8844","15943",NA,"374429N1221039W003","","374429N1221039W003",39.7,-122.14
"8845","15944",NA,"374443N1185349W001","","374443N1185349W001",39.7,-122.14
"8846","15945",NA,"374449N1207716W001","","374449N1207716W001",39.7,-122.14
"8847","15946",NA,"374449N1208949W001","","374449N1208949W001",39.7,-122.14
"8848","15948",NA,"374463N1207891W001","","374463N1207891W001",39.7,-122.14
