"","NDI","mergeOn","lat","lon"
"9671","17004","381067N1212316W001",39.72,-121.84
"9672","17005","381070N1213688W001",39.72,-121.84
"9673","17006","381070N1213806W001",39.72,-121.84
"9674","17007","381070N1214903W001",39.72,-121.84
"9675","17008","381109N1225658W002",39.72,-121.84
"9676","17009","381121N1212565W001",39.72,-121.84
"9677","17010","381126N1213999W001",39.72,-121.84
"9678","17011","381130N1214087W001",39.72,-121.84
"9679","17012","381132N1216951W001",39.72,-121.84
"9680","17013","381137N1213343W001",39.72,-121.84
"9681","17014","381147N1212722W001",39.72,-121.84
"9682","17017","381153N1213085W001",39.72,-121.84
"9683","17019","381158N1211973W001",39.72,-121.84
"9684","17020","381160N1213339W001",39.72,-121.84
"9685","17021","381164N1212792W001",39.72,-121.84
"9686","17025","381167N1211602W001",39.72,-121.84
"9687","17026","381175N1215349W001",39.72,-121.84
"9688","17031","381204N1215094W001",39.72,-121.84
"9689","17033","381207N1214985W001",39.72,-121.84
"9690","17034","381211N1212693W001",39.72,-121.84
"9691","17037","381211N1212856W001",39.72,-121.84
"9692","17039","381211N1215745W002",39.72,-121.84
"9693","17040","381212N1213540W001",39.72,-121.84
"9694","17044","381227N1212388W001",39.72,-121.84
"9695","17048","381231N1214932W001",39.72,-121.84
"9696","17049","381233N1211351W001",39.72,-121.84
"9697","17050","381239N1191656W001",39.72,-121.84
"9698","17054","381250N1191319W001",39.72,-121.84
"9699","17055","381269N1212711W001",39.72,-121.84
"9700","17062","381289N1224740W001",39.72,-121.84
"9701","17063","381290N1212153W001",39.72,-121.84
"9702","17065","381292N1212757W001",39.72,-121.84
"9703","17068","381298N1213119W001",39.72,-121.84
"9704","17069","381302N1191834W001",39.72,-121.84
"9705","17070","381314N1211502W001",39.72,-121.84
"9706","17071","381317N1213524W001",39.72,-121.84
"9707","17072","381321N1211920W001",39.72,-121.84
"9708","17073","381330N1215648W001",39.72,-121.84
"9709","17077","381340N1215079W001",39.72,-121.84
"9710","17078","381343N1215695W001",39.72,-121.84
"9711","17079","381376N1212740W001",39.72,-121.84
"9712","17080","381387N1211726W002",39.72,-121.84
"9713","17081","381402N1223610W001",39.72,-121.84
"9714","17082","381407N1191324W001",39.72,-121.84
"9715","17083","381408N1223633W001",39.72,-121.84
"9716","17084","381431N1213252W001",39.72,-121.84
"9717","17085","381435N1191355W001",39.72,-121.84
"9718","17086","381440N1215627W001",39.72,-121.84
"9719","17089","381466N1215535W001",39.72,-121.84
"9720","17090","381476N1211308W001",39.72,-121.84
"9721","17091","381482N1210152W001",39.72,-121.84
"9722","17092","381482N1215360W001",39.72,-121.84
"9723","17094","381490N1210517W001",39.72,-121.84
"9724","17097","381511N1209406W001",39.72,-121.84
"9725","17098","381511N1219946W001",39.72,-121.84
"9726","17099","381520N1189300W001",39.72,-121.84
"9727","17100","381522N1223733W001",39.72,-121.84
"9728","17101","381525N1213012W001",39.72,-121.84
"9729","17102","381527N1210403W001",39.72,-121.84
"9730","17103","381528N1223700W001",39.72,-121.84
"9731","17104","381531N1211635W001",39.72,-121.84
"9732","17105","381531N1224876W001",39.72,-121.84
"9733","17106","381536N1212100W001",39.72,-121.84
"9734","17107","381552N1211380W001",39.72,-121.84
"9735","17108","381553N1223839W001",39.72,-121.84
"9736","17109","381559N1213727W001",39.72,-121.84
"9737","17110","381605N1212621W001",39.72,-121.84
"9738","17111","381624N1191709W001",39.72,-121.84
"9739","17112","381626N1213651W001",39.72,-121.84
"9740","17116","381630N1213523W001",39.72,-121.84
"9741","17118","381642N1214942W001",39.72,-121.84
"9742","17119","381647N1208831W001",39.72,-121.84
"9743","17120","381650N1191304W001",39.72,-121.84
"9744","17121","381672N1212098W001",39.72,-121.84
"9745","17123","381697N1211106W001",39.72,-121.84
"9746","17124","381701N1213694W001",39.72,-121.84
"9747","17125","381716N1213130W001",39.72,-121.84
"9748","17126","381718N1213357W001",39.72,-121.84
"9749","17127","381724N1217450W001",39.72,-121.84
"9750","17128","381733N1215255W001",39.72,-121.84
"9751","17129","381749N1211977W001",39.72,-121.84
"9752","17130","381754N1191250W001",39.72,-121.84
"9753","17132","381783N1208162W001",39.72,-121.84
"9754","17133","381798N1216477W001",39.72,-121.84
"9755","17134","381802N1212527W001",39.72,-121.84
"9756","17135","381806N1211113W001",39.72,-121.84
"9757","17136","381809N1215290W001",39.72,-121.84
"9758","17137","381816N1213723W001",39.72,-121.84
"9759","17138","381818N1214908W001",39.72,-121.84
"9760","17139","381821N1213649W001",39.72,-121.84
"9761","17140","381829N1212716W001",39.72,-121.84
"9762","17141","381842N1212165W001",39.72,-121.84
"9763","17142","381842N1218887W001",39.72,-121.84
"9764","17143","381843N1212261W001",39.72,-121.84
"9765","17144","381856N1213328W001",39.72,-121.84
"9766","17145","381909N1213725W001",39.72,-121.84
"9767","17146","381919N1212436W001",39.72,-121.84
"9768","17147","381943N1212620W001",39.72,-121.84
"9769","17148","381975N1211196W001",39.72,-121.84
"9770","17149","381976N1213434W001",39.72,-121.84
"9771","17150","381981N1210663W001",39.72,-121.84
"9772","17152","381990N1213727W001",39.72,-121.84
"9773","17153","381990N1215259W001",39.72,-121.84
"9774","17154","382035N1213959W001",39.72,-121.84
"9775","17155","382039N1213055W001",39.72,-121.84
"9776","17156","382041N1212799W001",39.72,-121.84
"9777","17159","382047N1214809W001",39.72,-121.84
"9778","17162","382056N1211157W001",39.72,-121.84
"9779","17163","382063N1214794W001",39.72,-121.84
"9780","17164","382080N1220832W001",39.72,-121.84
"9781","17165","382103N1221444W001",39.72,-121.84
"9782","17166","382107N1214297W001",39.72,-121.84
"9783","17170","382111N1217530W001",39.72,-121.84
"9784","17171","382117N1225556W001",39.72,-121.84
"9785","17172","382123N1211707W001",39.72,-121.84
"9786","17173","382133N1214959W001",39.72,-121.84
"9787","17174","382166N1212453W001",39.72,-121.84
"9788","17175","382175N1212748W001",39.72,-121.84
"9789","17176","382183N1214461W001",39.72,-121.84
"9790","17177","382187N1223385W001",39.72,-121.84
"9791","17178","382190N1219520W001",39.72,-121.84
"9792","17179","382197N1213431W001",39.72,-121.84
"9793","17180","382197N1223525W001",39.72,-121.84
"9794","17181","382199N1223274W001",39.72,-121.84
"9795","17182","382207N1221101W001",39.72,-121.84
"9796","17184","382210N1213719W001",39.72,-121.84
"9797","17185","382211N1218425W001",39.72,-121.84
"9798","17186","382214N1224591W001",39.72,-121.84
"9799","17188","382217N1211507W001",39.72,-121.84
"9800","17189","382223N1215043W001",39.72,-121.84
"9801","17190","382250N1220899W001",39.72,-121.84
"9802","17192","382253N1223787W001",39.72,-121.84
"9803","17193","382259N1214469W001",39.72,-121.84
"9804","17194","382262N1220971W001",39.72,-121.84
"9805","17195","382271N1214929W001",39.72,-121.84
"9806","17196","382276N1225763W001",39.72,-121.84
"9807","17197","382277N1226740W001",39.72,-121.84
"9808","17198","382285N1223290W001",39.72,-121.84
"9809","17199","382289N1223213W001",39.72,-121.84
"9810","17200","382292N1221528W001",39.72,-121.84
"9811","17201","382302N1217126W001",39.72,-121.84
"9812","17202","382305N1226654W001",39.72,-121.84
"9813","17203","382312N1223394W001",39.72,-121.84
"9814","17204","382314N1214270W001",39.72,-121.84
"9815","17205","382328N1215070W001",39.72,-121.84
"9816","17207","382342N1225525W001",39.72,-121.84
"9817","17208","382346N1211464W001",39.72,-121.84
"9818","17209","382355N1212521W001",39.72,-121.84
"9819","17210","382360N1219516W001",39.72,-121.84
"9820","17211","382366N1211987W001",39.72,-121.84
"9821","17212","382368N1212642W001",39.72,-121.84
"9822","17213","382375N1211355W001",39.72,-121.84
"9823","17215","382381N1214641W001",39.72,-121.84
"9824","17217","382391N1213011W002",39.72,-121.84
"9825","17219","382405N1213205W001",39.72,-121.84
"9826","17220","382411N1214894W001",39.72,-121.84
"9827","17223","382419N1214831W002",39.72,-121.84
"9828","17224","382421N1229644W002",39.72,-121.84
"9829","17225","382437N1228821W002",39.72,-121.84
"9830","17226","382439N1224189W001",39.72,-121.84
"9831","17227","382447N1212764W001",39.72,-121.84
"9832","17228","382454N1217027W001",39.72,-121.84
"9833","17229","382455N1219190W001",39.72,-121.84
"9834","17232","382471N1214811W002",39.72,-121.84
"9835","17234","382482N1221206W001",39.72,-121.84
"9836","17235","382483N1226726W001",39.73,-122.21
"9837","17236","382495N1209536W001",39.73,-122.21
"9838","17237","382500N1223255W001",39.73,-122.21
"9839","17238","382512N1214742W001",39.73,-122.21
"9840","17241","382530N1214385W001",39.73,-122.21
"9841","17246","382536N1225794W001",39.73,-122.21
"9842","17247","382548N1212908W001",39.73,-122.21
"9843","17248","382550N1213698W001",39.73,-122.21
"9844","17249","382564N1226810W001",39.73,-122.21
"9845","17250","382577N1218978W001",39.73,-122.21
"9846","17252","382587N1209959W001",39.73,-122.21
"9847","17256","382604N1214665W001",39.73,-122.21
"9848","17257","382606N1218046W001",39.73,-122.21
"9849","17258","382615N1220919W001",39.73,-122.21
"9850","17259","382617N1213510W001",39.73,-122.21
"9851","17260","382623N1212452W001",39.73,-122.21
"9852","17261","382623N1212973W001",39.73,-122.21
"9853","17264","382623N1227218W001",39.73,-122.21
"9854","17265","382625N1212626W001",39.73,-122.21
"9855","17266","382633N1211992W001",39.73,-122.21
"9856","17267","382635N1224166W001",39.73,-122.21
"9857","17274","382668N1221200W001",39.73,-122.21
"9858","17275","382672N1226541W001",39.73,-122.21
"9859","17280","382711N1226907W001",39.73,-122.21
"9860","17281","382712N1226147W001",39.73,-122.21
"9861","17282","382715N1227151W001",39.73,-122.21
"9862","17283","382716N1224496W001",39.73,-122.21
"9863","17290","382733N1225017W001",39.73,-122.21
"9864","17291","382742N1214193W001",39.73,-122.21
"9865","17294","382749N1227071W001",39.73,-122.21
"9866","17295","382766N1226179W001",39.73,-122.21
"9867","17298","382789N1222633W001",39.73,-122.21
"9868","17299","382792N1212652W001",39.73,-122.21
"9869","17302","382827N1224737W001",39.73,-122.21
"9870","17303","382827N1226719W001",39.73,-122.21
"9871","17304","382828N1224313W001",39.73,-122.21
"9872","17307","382830N1222482W001",39.73,-122.21
"9873","17308","382841N1219654W001",39.73,-122.21
"9874","17313","382862N1217884W001",39.73,-122.21
"9875","17315","382867N1225053W001",39.73,-122.21
"9876","17316","382867N1226095W001",39.73,-122.21
"9877","17317","382893N1212127W001",39.73,-122.21
"9878","17318","382895N1212974W001",39.73,-122.21
"9879","17319","382899N1214415W001",39.73,-122.21
"9880","17320","382899N1224390W001",39.73,-122.21
"9881","17322","382900N1162285W001",39.73,-122.21
"9882","17325","382903N1225178W001",39.73,-122.21
"9883","17326","382913N1213131W001",39.73,-122.21
"9884","17327","382920N1214194W001",39.73,-122.21
"9885","17328","382934N1226016W001",39.73,-122.21
"9886","17329","382936N1211747W001",39.73,-122.21
"9887","17330","382939N1213904W001",39.73,-122.21
"9888","17331","382940N1213379W001",39.73,-122.21
"9889","17332","382943N1212644W001",39.73,-122.21
"9890","17333","382944N1219162W001",39.73,-122.21
"9891","17334","382955N1221030W001",39.73,-122.21
"9892","17335","382959N1220236W001",39.73,-122.21
"9893","17336","382993N1224935W001",39.73,-122.21
"9894","17337","382998N1222375W001",39.73,-122.21
"9895","17338","383009N1214224W001",39.73,-122.21
"9896","17339","383022N1222784W001",39.73,-122.21
"9897","17341","383025N1224786W001",39.73,-122.21
"9898","17342","383033N1212075W001",39.73,-122.21
"9899","17344","383037N1224984W002",39.73,-122.21
"9900","17345","383047N1226981W001",39.73,-122.21
"9901","17346","383051N1192822W001",39.73,-122.21
"9902","17349","383053N1209093W001",39.73,-122.21
"9903","17350","383057N1222444W001",39.73,-122.21
"9904","17351","383060N1209157W001",39.73,-122.21
"9905","17352","383076N1227041W001",39.73,-122.21
"9906","17353","383079N1224848W001",39.73,-122.21
"9907","17354","383096N1227098W001",39.73,-122.21
"9908","17355","383133N1222325W001",39.73,-122.21
"9909","17356","383136N1192727W001",39.73,-122.21
"9910","17357","383137N1228521W001",39.73,-122.21
"9911","17358","383149N1225122W001",39.73,-122.21
"9912","17359","383161N1222237W001",39.73,-122.21
"9913","17360","383174N1212951W001",39.73,-122.21
"9914","17361","383182N1226710W001",39.73,-122.21
"9915","17362","383194N1225014W001",39.73,-122.21
"9916","17363","383204N1214430W001",39.73,-122.21
"9917","17364","383210N1213919W001",39.73,-122.21
"9918","17365","383213N1212330W001",39.73,-122.21
"9919","17366","383217N1213072W001",39.73,-122.21
"9920","17367","383223N1218701W001",39.73,-122.21
"9921","17368","383237N1213272W001",39.73,-122.21
"9922","17369","383243N1192843W001",39.73,-122.21
"9923","17370","383249N1192729W001",39.73,-122.21
"9924","17371","383255N1222519W001",39.73,-122.21
"9925","17372","383264N1213191W001",39.73,-122.21
"9926","17373","383267N1210085W001",39.73,-122.13
"9927","17374","383270N1214736W001",39.73,-122.13
"9928","17375","383280N1218975W001",39.73,-122.13
"9929","17376","383283N1219279W001",39.73,-122.13
"9930","17377","383294N1211895W001",39.73,-122.13
"9931","17378","383303N1230588W001",39.73,-122.13
"9932","17379","383306N1219147W001",39.73,-122.13
"9933","17382","383315N1226673W001",39.73,-122.13
"9934","17383","383316N1222987W001",39.73,-122.13
"9935","17384","383350N1226841W001",39.73,-122.13
"9936","17385","383358N1223171W001",39.73,-122.13
"9937","17386","383359N1222916W001",39.73,-122.13
"9938","17387","383380N1227219W001",39.73,-122.13
"9939","17390","383408N1222706W001",39.73,-122.13
"9940","17391","383411N1223434W001",39.73,-122.13
"9941","17392","383414N1193035W001",39.73,-122.13
"9942","17393","383434N1229076W001",39.73,-122.13
"9943","17395","383441N1192820W001",39.73,-122.13
"9944","17396","383442N1216147W001",39.73,-122.13
"9945","17397","383442N1219334W001",39.73,-122.13
"9946","17398","383457N1222820W001",39.73,-122.13
"9947","17400","383468N1219333W001",39.73,-122.13
"9948","17401","383483N1213280W001",39.73,-122.13
"9949","17402","383484N1222702W001",39.73,-122.13
"9950","17403","383485N1222639W001",39.73,-122.13
"9951","17404","383499N1218185W001",39.73,-122.13
"9952","17405","383500N1209548W001",39.73,-122.13
"9953","17407","383506N1217868W001",39.73,-122.13
"9954","17408","383510N1213741W001",39.73,-122.13
"9955","17409","383527N1211081W001",39.73,-122.13
"9956","17410","383543N1222914W001",39.73,-122.13
"9957","17411","383544N1227271W001",39.73,-122.13
"9958","17412","383546N1193059W001",39.73,-122.13
"9959","17413","383549N1210248W001",39.73,-122.13
"9960","17414","383554N1223441W001",39.73,-122.13
"9961","17415","383588N1228706W001",39.73,-122.13
"9962","17416","383594N1228048W001",39.73,-122.13
"9963","17418","383603N1219149W001",39.73,-122.13
"9964","17419","383603N1223217W001",39.73,-122.13
"9965","17420","383610N1214825W001",39.73,-122.13
"9966","17421","383636N1212922W001",39.73,-122.13
"9967","17422","383642N1227235W001",39.73,-122.13
"9968","17423","383652N1223375W001",39.73,-122.13
"9969","17425","383657N1226538W001",39.73,-122.13
"9970","17426","383662N1218963W001",39.73,-122.13
"9971","17427","383674N1223046W001",39.73,-122.13
"9972","17429","383679N1228545W001",39.73,-122.13
"9973","17430","383694N1226960W001",39.73,-122.13
"9974","17431","383706N1226803W001",39.73,-122.12
"9975","17432","383720N1210784W001",39.73,-122.12
"9976","17433","383721N1223189W001",39.73,-122.12
"9977","17434","383722N1227978W001",39.73,-122.12
"9978","17435","383722N1228224W001",39.73,-122.12
"9979","17436","383723N1227258W001",39.73,-122.12
"9980","17437","383728N1214548W001",39.73,-122.12
"9981","17438","383729N1213638W001",39.73,-122.12
"9982","17439","383731N1193126W001",39.73,-122.12
"9983","17440","383734N1227910W001",39.73,-122.12
"9984","17441","383735N1213338W001",39.73,-122.12
"9985","17442","383738N1227141W001",39.73,-122.12
"9986","17444","383740N1225237W001",39.73,-122.12
"9987","17446","383745N1219553W001",39.73,-122.12
"9988","17447","383754N1223366W001",39.73,-122.12
"9989","17448","383765N1227027W001",39.73,-122.12
"9990","17449","383769N1223065W001",39.73,-122.12
"9991","17451","383773N1218417W001",39.73,-122.12
"9992","17454","383779N1223342W001",39.73,-122.12
"9993","17455","383782N1219413W001",39.73,-122.12
"9994","17456","383785N1216916W001",39.73,-122.12
"9995","17457","383792N1225173W001",39.73,-122.12
"9996","17459","383796N1218218W001",39.73,-122.12
"9997","17461","383821N1228034W001",39.73,-122.12
"9998","17462","383822N1212242W001",39.73,-122.12
"9999","17463","383852N1193136W001",39.73,-122.12
"10000","17464","383855N1227777W001",39.73,-122.12
"10001","17466","383862N1227919W001",39.74,-122.11
"10002","17467","383865N1212812W001",39.74,-122.11
"10003","17468","383868N1228151W001",39.74,-121.89
"10004","17469","383882N1228050W001",39.74,-121.89
"10005","17471","383884N1214167W001",39.74,-121.89
"10006","17472","383889N1228088W001",39.74,-121.89
"10007","17473","383896N1227488W001",39.74,-121.89
"10008","17476","383900N1219348W003",39.74,-121.8
"10009","17479","383922N1217299W001",39.74,-121.8
"10010","17480","383930N1225425W001",39.74,-121.8
"10011","17483","383945N1219473W003",39.74,-121.8
"10012","17484","383948N1223497W001",39.74,-121.8
"10013","17485","383957N1225516W001",39.74,-121.8
"10014","17486","383971N1228879W001",39.74,-121.8
"10015","17487","383980N1226270W001",39.74,-121.8
"10016","17488","383992N1218281W001",39.74,-121.8
"10017","17489","383996N1219208W001",39.74,-121.8
"10018","17490","383998N1228713W001",39.74,-121.8
"10019","17491","384015N1218800W001",39.74,-121.8
"10020","17492","384018N1219142W001",39.74,-121.8
"10021","17493","384026N1212641W001",39.74,-121.8
"10022","17494","384033N1219331W001",39.74,-121.8
"10023","17495","384056N1218600W001",39.74,-121.8
"10024","17496","384064N1227713W001",39.74,-121.8
"10025","17497","384073N1219697W001",39.74,-121.8
"10026","17498","384078N1227124W001",39.74,-121.8
"10027","17499","384082N1213845W001",39.74,-121.8
"10028","17501","384090N1228023W001",39.74,-121.8
"10029","17503","384111N1228448W001",39.76,-122.08
"10030","17504","384116N1223530W001",39.76,-122.08
"10031","17505","384121N1212102W001",39.76,-122.08
"10032","17506","384125N1214946W001",39.76,-122.08
"10033","17507","384130N1228169W001",39.76,-122.08
"10034","17508","384136N1228335W001",39.76,-122.08
"10035","17509","384144N1225550W001",39.76,-122.08
"10036","17510","384150N1213239W001",39.76,-122.08
"10037","17511","384154N1227981W001",39.76,-122.08
"10038","17513","384159N1217303W001",39.77,-122.14
"10039","17516","384159N1217419W001",39.77,-122.14
"10040","17517","384159N1217671W001",39.77,-122.14
"10041","17518","384162N1216814W001",39.77,-122.14
"10042","17519","384163N1219023W001",39.77,-122.14
"10043","17521","384164N1219340W001",39.77,-122.14
"10044","17522","384165N1218599W001",39.77,-122.14
"10045","17524","384176N1223527W001",39.77,-122.14
"10046","17526","384177N1219551W001",39.77,-122.14
"10047","17527","384182N1228276W001",39.77,-122.14
"10048","17528","384183N1212123W001",39.77,-122.14
"10049","17529","384190N1218319W001",39.77,-122.14
"10050","17530","384192N1217212W001",39.77,-122.14
"10051","17531","384198N1218912W001",39.77,-122.14
"10052","17532","384202N1213738W001",39.77,-122.14
"10053","17533","384205N1210459W001",39.77,-122.14
"10054","17534","384205N1218461W001",39.77,-122.14
"10055","17535","384215N1227760W001",39.77,-122.14
"10056","17536","384218N1212247W001",39.77,-122.14
"10057","17537","384219N1227177W001",39.77,-122.14
"10058","17539","384227N1227860W001",39.77,-122.14
"10059","17540","384228N1219154W001",39.77,-122.14
"10060","17541","384230N1228158W001",39.77,-122.14
"10061","17542","384231N1218386W001",39.79,-122.15
"10062","17546","384244N1218106W001",39.79,-122.15
"10063","17547","384248N1225611W001",39.79,-122.15
"10064","17548","384251N1213346W001",39.79,-122.15
"10065","17549","384252N1211997W001",39.79,-122.15
"10066","17550","384260N1212853W001",39.79,-122.15
"10067","17551","384261N1218264W001",39.79,-122.15
"10068","17552","384272N1214018W001",39.79,-122.15
"10069","17553","384283N1218213W001",39.79,-122.15
"10070","17554","384287N1218348W001",39.79,-122.15
"10071","17555","384310N1225745W001",39.79,-122.15
"10072","17556","384310N1225745W002",39.79,-122.15
"10073","17557","384343N1214615W001",39.79,-122.15
"10074","17558","384351N1228597W001",39.79,-122.15
"10075","17560","384357N1227429W001",39.79,-122.15
"10076","17561","384374N1214022W001",39.79,-122.15
"10077","17562","384381N1218598W001",39.79,-122.15
"10078","17563","384386N1217610W001",39.79,-122.15
"10079","17564","384387N1229005W001",39.79,-122.15
"10080","17565","384396N1218039W001",39.79,-122.15
"10081","17566","384397N1210158W001",39.79,-122.15
"10082","17567","384403N1212921W002",39.79,-122.15
"10083","17568","384409N1226774W001",39.79,-122.15
"10084","17569","384412N1226874W001",39.79,-122.15
"10085","17570","384417N1213354W001",39.79,-122.15
"10086","17571","384425N1213031W001",39.79,-122.15
"10087","17573","384437N1225793W001",39.79,-122.15
"10088","17575","384444N1218768W001",39.79,-122.15
"10089","17576","384453N1213728W001",39.79,-122.15
"10090","17577","384456N1228066W001",39.79,-122.15
"10091","17578","384458N1214600W001",39.79,-122.15
"10092","17579","384468N1212226W001",39.79,-122.15
"10093","17580","384481N1219460W001",39.79,-122.15
"10094","17581","384505N1228683W001",39.79,-122.15
"10095","17582","384518N1224299W001",39.79,-122.15
"10096","17583","384520N1219592W001",39.79,-122.15
"10097","17584","384522N1228365W001",39.79,-122.15
"10098","17585","384525N1227929W001",39.79,-122.15
"10099","17586","384526N1211695W001",39.79,-122.15
"10100","17587","384526N1217218W001",39.79,-122.15
"10101","17588","384530N1217847W001",39.79,-122.15
"10102","17589","384532N1212856W001",39.79,-122.15
"10103","17590","384543N1218196W001",39.79,-122.15
"10104","17591","384551N1217490W001",39.79,-122.15
"10105","17593","384563N1230535W001",39.79,-122.15
"10106","17594","384565N1219185W001",39.79,-122.05
"10107","17595","384568N1219522W001",39.79,-122.05
"10108","17598","384587N1226512W001",39.79,-122.05
"10109","17599","384600N1211432W001",39.79,-122.05
"10110","17600","384603N1218780W001",39.79,-122.05
"10111","17601","384604N1218650W001",39.79,-122.05
"10112","17602","384616N1223811W001",39.79,-122.05
"10113","17603","384619N1212318W001",39.79,-122.05
"10114","17604","384635N1224182W001",39.79,-122.05
"10115","17605","384636N1210433W001",39.79,-122.05
"10116","17606","384637N1227767W001",39.79,-122.05
"10117","17607","384638N1226414W001",39.79,-122.05
"10118","17608","384643N1216583W001",39.79,-122.05
"10119","17609","384658N1218405W001",39.79,-122.05
"10120","17610","384664N1214774W001",39.79,-122.05
"10121","17611","384664N1216724W001",39.79,-122.05
"10122","17612","384686N1218286W001",39.79,-122.05
"10123","17615","384705N1213040W001",39.79,-122.05
"10124","17616","384713N1218592W001",39.79,-122.05
"10125","17617","384734N1218218W001",39.79,-122.05
"10126","17618","384738N1214249W001",39.79,-122.05
"10127","17619","384742N1213146W001",39.79,-122.05
"10128","17620","384747N1218032W001",39.79,-122.05
"10129","17621","384756N1213352W001",39.79,-122.05
"10130","17622","384757N1216466W001",39.79,-122.05
"10131","17623","384758N1219882W001",39.79,-122.05
"10132","17624","384769N1218040W001",39.79,-122.05
"10133","17626","384773N1218696W001",39.79,-122.05
"10134","17627","384773N1229923W001",39.79,-122.05
"10135","17628","384783N1212311W001",39.79,-122.05
"10136","17629","384790N1217633W001",39.79,-122.05
"10137","17630","384798N1212614W001",39.79,-122.05
"10138","17632","384811N1217258W001",39.79,-122.05
"10139","17633","384814N1218553W001",39.79,-122.05
"10140","17634","384838N1226715W001",39.79,-122.05
"10141","17635","384843N1219313W001",39.79,-122.05
"10142","17636","384851N1220211W001",39.79,-122.05
"10143","17637","384853N1210703W001",39.79,-122.05
"10144","17638","384862N1213726W001",39.79,-122.05
"10145","17639","384878N1224295W001",39.79,-122.05
"10146","17640","384879N1219830W001",39.79,-122.05
"10147","17641","384881N1216952W001",39.79,-122.05
"10148","17643","384888N1217693W001",39.79,-122.05
"10149","17644","384899N1218682W001",39.79,-122.05
"10150","17646","384910N1228118W001",39.79,-122.05
"10151","17647","384916N1220032W001",39.79,-122.05
"10152","17650","384931N1211797W001",39.79,-122.05
"10153","17651","384931N1212618W001",39.79,-122.05
"10154","17652","384931N1217840W001",39.79,-122.05
"10155","17653","384931N1218594W001",39.79,-122.05
"10156","17654","384938N1216714W001",39.79,-122.05
"10157","17655","384938N1218307W001",39.79,-122.05
"10158","17656","384940N1218950W001",39.79,-122.05
"10159","17657","384950N1217306W001",39.79,-122.05
"10160","17658","384959N1218279W001",39.79,-122.05
"10161","17661","384979N1218920W001",39.79,-122.05
"10162","17662","384980N1220052W001",39.79,-122.05
"10163","17664","384987N1219180W001",39.79,-122.05
"10164","17665","384989N1219391W001",39.79,-122.05
"10165","17666","384992N1219886W001",39.79,-122.05
"10166","17667","384998N1218609W001",39.79,-122.01
"10167","17668","385000N1224744W001",39.79,-120.13
"10168","17669","385003N1218139W001",39.79,-120.13
"10169","17670","385004N1229008W001",39.79,-120.13
"10170","17671","385009N1219775W001",39.81,-122.1
"10171","17672","385021N1214948W001",39.81,-122.1
"10172","17673","385028N1219731W001",39.81,-122.1
"10173","17674","385029N1217368W001",39.81,-122.1
"10174","17675","385037N1212467W001",39.81,-122.1
"10175","17676","385038N1212203W001",39.81,-122.1
"10176","17677","385038N1228843W001",39.81,-122.1
"10177","17678","385041N1218202W001",39.82,-122.16
"10178","17679","385047N1213636W001",39.82,-122.16
"10179","17680","385106N1219735W001",39.82,-122.16
"10180","17681","385110N1224564W001",39.82,-122.16
"10181","17683","385112N1213142W001",39.82,-122.16
"10182","17684","385117N1227863W001",39.82,-122.16
"10183","17686","385123N1218666W001",39.82,-121.99
"10184","17687","385128N1220109W001",39.82,-121.99
"10185","17688","385133N1228686W001",39.82,-121.99
"10186","17689","385137N1227675W001",39.86,-121.97
"10187","17690","385139N1219030W001",39.86,-121.97
"10188","17691","385140N1217452W001",39.86,-121.97
"10189","17692","385159N1212845W001",39.86,-121.97
"10190","17693","385161N1219202W001",39.86,-121.97
"10191","17694","385162N1215818W001",39.86,-121.97
"10192","17695","385164N1219348W001",39.86,-121.97
"10193","17696","385171N1227717W001",39.86,-121.97
"10194","17697","385176N1219507W001",39.86,-121.97
"10195","17698","385177N1212619W001",39.86,-121.97
"10196","17699","385185N1217135W001",39.86,-121.97
"10197","17700","385185N1228382W001",39.86,-121.97
"10198","17701","385186N1219905W001",39.86,-121.97
"10199","17702","385190N1213015W001",39.86,-121.97
"10200","17703","385191N1218120W001",39.86,-121.97
"10201","17705","385209N1219646W001",39.86,-121.97
"10202","17706","385214N1228597W001",39.86,-121.97
"10203","17707","385223N1213630W001",39.9,-122.22
"10204","17708","385228N1217635W001",39.9,-122.22
"10205","17709","385235N1224996W001",39.9,-122.22
"10206","17710","385239N1214685W001",39.9,-122.22
"10207","17711","385246N1219032W001",39.9,-122.22
"10208","17712","385257N1217946W001",39.9,-122.22
"10209","17713","385259N1213355W001",39.9,-122.22
"10210","17714","385272N1228499W001",39.9,-122.22
"10211","17715","385273N1217764W001",39.9,-122.22
"10212","17717","385298N1216943W001",39.9,-122.22
"10213","17718","385306N1217906W001",39.9,-122.22
"10214","17719","385312N1215006W001",39.9,-122.22
"10215","17720","385315N1212254W001",39.9,-122.22
"10216","17721","385320N1228578W001",39.9,-122.22
"10217","17727","385335N1218538W001",39.9,-122.22
"10218","17728","385343N1214280W001",39.9,-122.22
"10219","17729","385345N1215763W001",39.9,-122.22
"10220","17730","385349N1219403W001",39.9,-122.22
"10221","17732","385363N1228583W002",39.9,-122.22
"10222","17733","385390N1217671W001",39.9,-122.12
"10223","17734","385393N1216983W001",39.9,-122.12
"10224","17735","385394N1218020W001",39.9,-122.12
"10225","17736","385410N1219246W001",39.9,-122.12
"10226","17737","385416N1218888W001",39.9,-122.12
"10227","17738","385421N1225129W001",39.9,-122.12
"10228","17739","385437N1218948W001",39.9,-122.12
"10229","17740","385447N1218654W001",39.9,-122.12
